mun,gender,age,education,random_order,cand_pref_cl_proga,cand_pref_cl_progb,random_list,list_treated,list_response,direct_clientelism,rnd_other,other_cards_A,Primed,Constitution_Reform_Support
230310,male,54,no_educ,0.261256745,a,,0.076923843,0,1,NA,2,dont_know,1,0
230810,male,29,medio,0.216543295,a,,0.947668172,1,2,0,2,b,0,0
230810,female,65,medio,0.916786965,,b,0.761871631,1,1,0,4,b,1,1
230110,female,37,incomplete_fund,0.947108041,,a,0.362081087,0,1,0,5,b,1,0
230810,male,73,incomplete_fund,0.997996178,,b,0.790034985,1,2,0,1,a,0,1
230110,female,41,no_educ,0.770424025,,b,0.495483814,0,1,0,3,b,0,0
230310,female,18,medio,0.522058433,,dont_know,0.644486896,1,1,0,6,a,0,0
230110,female,60,no_educ,0.159071038,dont_know,,0.583568646,1,0,0,2,dont_know,0,0
230110,male,33,medio,0.328258755,a,,0.220137202,0,1,1,2,a,1,0
230810,female,58,no_educ,0.773706351,,b,0.640189256,1,1,0,3,b,0,1
230110,female,19,fund,0.946479868,,b,0.470952614,0,1,1,5,a,0,1
230310,male,21,medio,0.755247718,,b,0.487372893,0,1,0,12,b,1,0
230310,male,55,medio,0.023978139,a,,0.991623153,1,1,0,1,b,1,1
230110,male,23,incomplete_medio,0.985079559,,b,0.25NA2597590922,1,1,NA,5,b,0,1
230810,male,27,medio,0.957735303,,b,0.057606962,0,2,0,5,b,0,0
230630,female,48,incomplete_fund,0.392367572NA146,a,,0.324859956,0,1,0,2,a,1,1
230310,male,67,fund,0.034161512,a,,0.196613498,0,1,0,2,b,0,0
230630,female,46,incomplete_fund,0.042804591,a,,0.29949097,0,1,0,2,a,0,0
230110,male,23,fund,0.866015929,,a,0.274400466,0,0,0,2,b,0,0
230110,female,26,fund,0.405185048,b,,0.029525685,0,1,0,5,b,0,1
230310,female,64,incomplete_fund,0.412921708,dont_know,,0.310998567,0,1,0,4,b,0,0
230630,female,49,incomplete_fund,0.709213796,,b,0.630791894,1,1,1,1,dont_know,1,0
230630,female,19,fund,0.671620476,,b,0.240589013,0,1,0,4,a,0,1
230310,female,23,medio,0.634613437,,b,0.198799188,0,1,0,4,a,1,0
230630,male,25,incomplete_medio,0.849324316,,b,0.637279913,1,3,0,5,b,1,0
230810,male,31,incomplete_fund,0.361918117,a,,0.540460561,1,1,0,1,a,0,1
230810,male,39,incomplete_fund,0.511184191,,b,0.289535372,0,1,0,6,b,1,1
230810,female,21,medio,0.157275528,a,,0.457422606,0,1,0,4,a,1,0
230310,male,21,incomplete_medio,0.026680639,b,,0.285471954,0,1,0,5,b,0,1
230110,male,20,incomplete_medio,0.060777266,a,,0.25477672,0,0,0,4,b,1,1
230810,male,42,medio,0.535727831,,b,0.81765258,1,1,0,5,b,0,1
230630,female,50,incomplete_fund,0.852719724,,b,0.646872054,1,1,0,5,a,0,1
230310,female,82,no_educ,0.608127125,,a,0.934868001,1,1,0,6,b,0,0
230110,male,31,fund,0.19540773,b,,0.4976905,0,1,0,5,a,0,1
230110,female,51,no_educ,0.92378752,,b,0.890068381,1,0,0,1,a,1,0
230110,female,27,fund,0.983838496,,b,0.053060054,0,1,1,4,a,0,1
230810,male,62,no_educ,0.200800594,dont_know,,0.805043124,1,1,1,1,b,1,0
230810,female,52,incomplete_fund,0.426329184,a,,0.641238748,1,0,0,6,a,0,0
230810,male,52,no_educ,0.630295707,,dont_know,0.125148028,0,1,0,5,b,1,1
230810,female,52,no_educ,0.570748647,,b,0.554225025,1,1,0,4,a,1,1
230810,female,67,no_educ,0.815555762,,b,0.899218537,1,1,0,4,b,1,1
230810,female,42,complete_univ,0.159825847,a,,0.652201405,1,1,0,1,b,1,1
230810,male,61,incomplete_fund,0.830094542,,b,0.060930541,0,0,0,3,b,1,1
230810,female,24,fund,0.244223218,a,,0.153036186,0,0,0,1,a,0,1
230810,female,39,incomplete_fund,0.351059284,a,,0.961831654,1,0,NA,5,a,0,0
230630,male,42,no_educ,0.009300395,a,,0.28293771,0,1,0,1,b,1,1
230110,female,21,incomplete_fund,0.661956285,,a,0.514888761,1,3,0,4,b,1,0
230810,male,73,no_educ,0.309265207,dont_know,,0.898591843,1,0,0,3,b,1,1
230630,male,49,no_educ,0.380513335,b,,0.712303867,1,2,0,6,b,1,1
230630,female,36,incomplete_fund,0.534334294,,b,0.029676632,0,2,NA,5,a,0,0
230630,female,44,medio,0.070897089,a,,0.529558487,1,2,1,2,b,0,1
230630,female,55,no_educ,0.502639495,,a,0.544276726,1,1,0,1,a,0,1
230630,male,49,incomplete_fund,0.047524189,a,,0.214296096,0,1,NA,5,a,1,0
230630,female,32,no_educ,0.86187768,,b,0.690566277,1,2,1,6,a,1,0
230310,female,49,incomplete_fund,0.148683488,a,,0.996401235,1,1,1,1,b,0,1
230110,female,28,incomplete_medio,0.693638197,,b,0.631994861,1,1,0,6,a,0,0
230630,female,41,incomplete_fund,0.122365967,a,,0.907868932,1,1,1,4,b,1,1
230630,female,22,incomplete_fund,0.945887633,,a,0.149214266,0,2,1,5,b,0,1
230310,male,58,no_educ,0.177341932,b,,0.977631874,1,1,0,1,a,1,0
230310,female,37,incomplete_fund,0.391969554,a,,0.269426663,0,1,0,6,a,1,0
230630,male,24,incomplete_fund,0.467090029,a,,0.629211527,1,1,0,1,a,0,0
230710,female,43,incomplete_fund,0.005536976,a,,0.204665305,0,1,0,5,dont_know,0,1
230710,female,24,medio,0.466912429,a,,0.327086447,0,1,1,3,b,1,1
230710,female,33,medio,0.543170663,,b,0.927221407,1,2,0,3,a,1,0
230710,female,65,no_educ,0.929425332,,a,0.247926608,0,1,0,3,dont_know,0,0
230710,female,30,fund,0.155261995,a,,0.042757145,0,1,0,5,b,1,1
230710,male,47,incomplete_fund,0.444601624,a,,0.28172044,0,1,0,4,a,0,0
230710,female,40,complete_univ,0.061231137,a,,0.670482544,1,1,0,4,a,1,1
230710,female,24,fund,0.585774565,,b,0.135753255,0,1,0,1,b,0,1
230710,female,30,incomplete_fund,0.105673404,a,,0.754789868,1,1,0,6,b,0,0
230710,female,28,incomplete_fund,0.920496555,,a,0.154687896,0,1,1,5,b,0,1
230710,female,19,medio,0.219124022,a,,0.53321016,1,1,0,3,a,0,1
230710,male,46,no_educ,0.127968704,b,,0.087490256,0,1,0,1,a,0,1
230710,male,52,no_educ,0.821800638,,dont_know,0.491275999,0,1,1,4,dont_know,1,1
230710,female,48,incomplete_fund,0.072718601,dont_know,,0.188081523,0,1,0,3,a,1,1
230710,female,49,medio,0.148606058,b,,0.265400463,0,1,1,4,b,1,1
230710,female,34,complete_univ,0.282475645,a,,0.523592891,1,1,0,5,a,1,1
230710,female,24,medio,0.785987119,,b,0.858691645,1,1,0,4,a,1,1
230710,male,19,medio,0.449544341,a,,0.752213879,1,1,0,6,b,1,0
230710,female,36,incomplete_medio,0.927827459,,b,0.16035924,0,1,0,3,a,0,1
230710,male,56,no_educ,0.981468517,,b,0.257788562,0,1,0,6,dont_know,0,0
230810,male,34,complete_univ,0.54952758,,b,0.363595834,0,1,0,3,b,1,0
230810,female,57,no_educ,0.786353315,,dont_know,0.38691724,0,1,0,3,a,0,1
230810,female,59,fund,0.567139426,,a,0.886556599,1,2,0,1,a,0,0
230810,female,70,no_educ,0.488702217,a,,0.016895008,0,1,1,3,b,1,1
230810,male,52,incomplete_univ,0.413977592,a,,0.030308432,0,1,0,3,a,1,0
231200,female,53,no_educ,0.361819605,b,,0.390825627,0,2,0,1,b,1,1
231200,female,27,incomplete_medio,0.560047461,,b,0.658307508,1,1,0,4,b,1,0
231200,female,34,fund,0.532303307,,a,0.64763749,1,2,0,5,dont_know,1,0
231200,male,31,medio,0.354144547,a,,0.950511029,1,2,NA,5,a,0,0
231200,male,52,fund,0.302613303,b,,0.104907342,0,2,0,4,dont_know,0,1
231200,female,26,medio,0.240374536,a,,0.11759086,0,2,0,4,b,1,1
231200,male,62,incomplete_fund,0.222212191,b,,0.018206407,0,1,1,4,a,0,0
231200,female,37,fund,0.505305462,,b,0.578715237,1,1,0,5,dont_know,1,0
231200,female,48,incomplete_medio,0.712426855,,a,0.355513889,0,2,0,1,b,0,0
230310,male,35,incomplete_medio,0.883903534,,b,0.250697049,0,1,0,4,a,0,0
230310,female,43,incomplete_fund,0.312177672,a,,0.401570992,0,1,0,6,b,0,0
230310,female,19,medio,0.553674795,,b,0.304569319,0,1,0,5,a,0,0
230310,male,19,medio,0.952069929,,b,0.259092457,0,1,0,6,b,0,1
230310,female,49,don’t_know,0.8059666,,dont_know,0.507848548,1,1,0,1,dont_know,1,1
230310,male,35,medio,0.698060388,,b,0.556334071,1,1,0,12,b,0,0
230310,female,51,incomplete_fund,0.616561247,,b,0.494596197,0,1,0,6,a,1,1
230310,male,28,complete_univ,0.501758477,,b,0.795336756,1,1,0,1,b,0,1
230310,female,66,no_educ,0.542623727,,b,0.158827753,0,1,0,12,dont_know,1,0
230630,female,18,incomplete_medio,0.478873451,a,,0.580993418,1,1,0,2,b,1,1
230630,female,45,no_educ,0.05836007,a,,0.624580628,1,1,0,1,a,0,0
230630,female,48,incomplete_fund,0.276440575,a,,0.435011633,0,1,1,3,a,1,0
230630,female,29,incomplete_fund,0.538106016,,a,0.170608795,0,1,0,5,a,1,1
230110,female,19,medio,0.536813184,,b,0.622780965,1,1,0,3,a,0,0
230110,female,38,incomplete_medio,0.955159728,,b,0.565555655,1,0,0,4,b,0,0
230110,male,31,medio,0.826506327,,b,0.830892346,1,1,NA,6,b,1,1
231200,female,53,incomplete_fund,0.955456254,,a,0.706084707,1,3,0,2,a,1,1
231200,male,45,incomplete_fund,0.587023814,,b,0.704544056,1,3,1,1,a,1,1
231200,male,31,incomplete_medio,0.035317843,a,,0.303119469,0,1,0,1,a,1,0
231200,male,42,medio,0.611935313,,b,0.268527863,0,2,0,5,b,1,1
231200,female,25,incomplete_medio,0.020393449,b,,0.804971757,1,3,0,5,b,1,0
231200,female,27,incomplete_medio,0.563635098,,b,0.247105253,0,2,0,2,dont_know,0,0
231200,male,25,medio,0.827599023,,a,0.36541458,0,2,0,1,b,1,1
231200,male,34,complete_univ,0.21782872,a,,0.91889034,1,2,0,5,a,1,1
231200,male,40,incomplete_fund,0.488953105,b,,0.086835622,0,2,0,1,dont_know,1,1
230710,female,54,incomplete_fund,0.515034297,,a,0.460040708,0,1,1,3,a,0,0
230710,female,45,medio,0.083601212,a,,0.742918451,1,1,0,5,a,0,1
230710,female,36,incomplete_fund,0.801780532,,b,0.512376116,1,1,0,5,b,0,0
230710,female,49,no_educ,0.037539969,a,,0.448638046,0,1,0,5,a,1,0
230710,female,23,incomplete_medio,0.997349905,,a,0.418186607,0,2,0,3,a,1,1
230710,female,46,incomplete_fund,0.587561054,,b,0.24434549,0,1,1,5,b,0,0
230110,female,43,no_educ,0.267105428,a,,0.649860671,1,1,0,1,a,0,0
230710,female,34,medio,0.751539865,,b,0.698413373,1,1,1,2,a,1,1
230710,male,48,no_educ,0.229006633,dont_know,,0.799641991,1,1,0,6,a,0,0
230310,female,44,incomplete_fund,0.734771983,,dont_know,0.409219709,0,1,0,1,dont_know,1,1
230710,female,22,medio,0.877849324,,b,0.682975498,1,1,0,3,a,0,0
230630,female,23,incomplete_medio,0.727780655,,b,0.517076901,1,1,0,6,a,0,0
230110,female,45,fund,0.731585832,,b,0.709749434,1,2,0,4,b,0,1
230710,female,26,incomplete_fund,0.055125499,a,,0.143660469,0,1,0,1,a,0,0
230310,male,53,incomplete_fund,0.920795748,,a,0.893316754,1,1,0,35,b,1,1
230710,female,61,incomplete_fund,0.901853546,,a,0.713357705,1,1,0,2,b,0,1
230110,female,54,no_educ,0.303756138,a,,0.956228822,1,1,0,1,b,0,0
230630,female,36,incomplete_fund,0.833536219,,b,0.411959809,0,1,0,1,a,0,0
230310,female,33,complete_univ,0.074287484,a,,0.58088473,1,1,1,3,a,0,1
230310,female,53,no_educ,0.956520204,,a,0.922584315,1,1,1,4,dont_know,1,1
230710,female,58,no_educ,0.490330874,b,,0.469431393,0,1,0,1,dont_know,1,0
230310,female,52,incomplete_fund,0.97375774,,b,0.499056435,0,1,0,3,a,0,1
230110,male,49,incomplete_medio,0.485928675,b,,0.973341344,1,2,NA,3,dont_know,1,1
230710,male,30,medio,0.740764813,,b,0.535870513,1,1,1,3,dont_know,0,1
230630,female,29,medio,0.246270969,a,,0.33255214,0,2,NA,2,b,0,1
230110,female,37,incomplete_fund,0.5634374,,b,0.431718052,0,1,NA,5,a,1,0
230710,male,31,medio,0.661489299,,a,0.908337704,1,1,0,2,a,0,1
230110,male,23,medio,0.137386471,b,,0.742570507,1,1,0,3,b,0,0
230630,female,44,incomplete_fund,0.962712536,,b,0.971694301,1,1,0,4,a,0,0
230710,female,26,medio,0.056942823,a,,0.047792989,0,1,0,2,a,0,0
230710,female,37,incomplete_fund,0.593215921,,b,0.052074117,0,1,0,4,a,1,0
230110,female,54,incomplete_fund,0.380624039,a,,0.927980188,1,1,1,1,b,1,1
230710,female,67,no_educ,0.397273976,b,,0.079921874,0,1,0,1,dont_know,1,1
230710,female,31,medio,0.649795534,,b,0.807908332,1,1,0,6,a,0,1
230110,female,46,incomplete_fund,0.978575749,,b,0.914382184,1,1,NA,1,dont_know,1,0
230630,female,45,incomplete_fund,0.998694821,,b,0.773117189,1,1,NA,2,b,1,0
230710,female,41,medio,0.126163869,a,,0.747365471,1,1,0,2,b,0,1
230710,female,36,medio,0.559544841,,b,0.594758968,1,2,0,1,a,0,1
230110,female,34,incomplete_fund,0.244609804,a,,0.513153215,1,1,0,2,b,1,1
230630,female,54,no_educ,0.692030108,,a,0.354179985,0,1,0,3,b,0,0
230110,female,33,medio,0.669498034,,b,0.933121752,1,1,NA,3,a,0,1
230110,female,53,incomplete_medio,0.58254633,,a,0.484455503,0,1,NA,2,a,0,1
230630,male,23,incomplete_medio,0.457637435,a,,0.184824589,0,1,0,5,b,0,0
230630,male,51,no_educ,0.761107491,,b,0.172243777,0,1,0,3,b,1,1
230630,female,35,incomplete_fund,0.487136845,a,,0.37618954,0,1,0,6,a,0,0
230630,female,30,medio,0.92626383,,b,0.190067089,0,1,0,4,a,1,0
231200,male,21,incomplete_medio,0.850682098,,a,0.79201737,1,3,0,6,b,1,1
231200,female,39,medio,0.41540688,b,,0.359286676,0,2,0,3,a,0,0
231200,male,65,no_educ,0.821407562,,b,0.777517515,1,2,0,2,b,0,0
231200,male,79,incomplete_fund,0.83955226,,b,0.607593038,1,1,1,4,a,1,1
231200,female,18,incomplete_medio,0.531375961,,a,0.317223578,0,1,0,3,b,0,0
230110,female,24,incomplete_medio,0.062103563,a,,0.873683225,1,1,0,3,b,0,1
231200,male,63,incomplete_fund,0.990448662,,b,0.314536829,0,2,0,2,a,0,1
231200,female,35,fund,0.456340534,a,,0.074018707,0,2,1,5,a,0,1
231200,female,31,medio,0.72428727,,b,0.215257637NA852,1,1,0,4,a,1,1
231200,female,73,incomplete_fund,0.940989573,,a,0.899135324,1,2,0,6,b,0,1
231200,female,48,medio,0.629530196,,b,0.888325852,1,2,1,2,a,0,0
231200,female,18,incomplete_medio,0.676112589,,b,0.886794096,1,2,0,5,a,1,0
231200,female,56,fund,0.575218017,,a,0.408893441,0,2,1,6,a,0,1
230310,male,72,no_educ,0.622533794,,b,0.708191881,1,2,0,2,b,1,0
231200,male,30,incomplete_medio,0.37827716,a,,0.865518458,1,2,1,2,a,1,0
230110,female,52,no_educ,0.780192747,,b,0.803342968,1,1,1,1,a,1,1
230810,female,52,incomplete_fund,0.736068846,,b,0.038639835,0,1,0,1,b,0,1
230810,female,39,medio,0.576635898,,b,0.654498855,1,1,0,3,a,1,0
230810,female,30,incomplete_fund,0.084729244,a,,0.001096378,0,1,0,3,b,1,1
230810,female,46,fund,0.287477197,b,,0.893422242,1,1,0,4,a,0,1
230810,female,28,complete_univ,0.0194227821NA998,a,,0.216490496,0,1,0,5,b,0,0
230810,female,27,incomplete_univ,0.186729987,a,,0.723072253,1,4,0,5,b,0,1
230810,male,26,incomplete_fund,0.905397075,,a,0.624202604,1,1,0,2,b,1,0
230810,female,50,incomplete_fund,0.120519003,a,,0.196451109,0,1,0,6,a,0,0
230810,male,80,no_educ,0.07883966,a,,0.876438621,1,1,0,5,b,0,1
230810,female,56,no_educ,0.936463235,,a,0.008405169,0,1,0,5,a,0,1
230110,female,36,incomplete_fund,0.90120963,,b,0.056275937,0,1,1,1,a,0,1
230110,female,28,medio,0.295169605,a,,0.845030002,1,2,0,3,a,0,0
230110,female,42,fund,0.05909755,b,,0.323700549,0,2,0,2,b,1,0
230310,female,78,no_educ,0.098982591,b,,0.881509749,1,0,1,4,dont_know,1,0
230310,male,48,incomplete_fund,0.278050821,a,,0.571736676,1,1,NA,6,b,1,0
230310,female,57,medio,0.676112302,,b,0.323247471,0,1,0,5,b,0,1
230310,female,61,no_educ,0.923005727,,dont_know,0.668874872,1,1,0,4,dont_know,1,0
230310,male,64,no_educ,0.664271604,,b,0.063644594,0,1,0,3,b,1,0
230310,male,24,incomplete_fund,0.168512595,a,,0.528779624,1,1,0,6,b,0,0
230310,female,19,incomplete_univ,0.018633972,a,,0.275128853,0,1,1,4,a,1,1
230110,female,33,complete_univ,0.416167648,a,,0.368160959,0,1,0,1,a,0,0
230810,female,20,medio,0.092191258,a,,0.575061821,1,2,0,3,a,1,0
230810,male,21,medio,0.545461793,,b,0.638052793,1,0,0,1,b,1,1
230810,female,25,incomplete_medio,0.338457806,a,,0.642948193,1,2,0,2,b,0,1
230810,female,75,fund,0.940813376,,b,0.664677831,1,1,1,3,b,0,1
230810,female,48,incomplete_fund,0.431221737,dont_know,,0.898751348,1,1,0,2,a,0,1
230810,female,44,incomplete_medio,0.951839841,,b,0.314741132,0,1,1,1,b,0,0
230810,female,50,incomplete_fund,0.22073473,a,,0.224591035,0,1,0,2,a,0,1
230810,female,28,medio,0.884626101,,b,0.474484212,0,1,1,3,a,1,0
230810,female,54,incomplete_fund,0.07357031,a,,0.508700219,1,0,NA,1,b,0,0
230110,female,50,medio,0.408502318,b,,0.585157435,1,1,0,1,a,0,0
230110,female,30,medio,0.4714668,a,,0.959100809,1,1,0,5,b,0,0
230110,female,67,incomplete_fund,0.737414552,,a,0.22696118,0,1,0,2,a,1,1
231200,male,21,medio,0.808465997,,b,0.144629703,0,2,0,4,a,1,0
231200,female,50,incomplete_fund,0.329273,b,,0.809640709,1,2,NA,1,b,1,0
231200,male,45,incomplete_medio,0.656538473,,a,0.786823652,1,2,1,5,b,0,0
231200,female,20,medio,0.747915078,,b,0.80607831,1,1,0,2,a,0,0
231200,female,33,complete_univ,0.683537632,,dont_know,0.873814477,1,1,0,1,b,1,1
231200,male,46,fund,0.04986887,b,,0.474920178,0,1,0,5,b,1,0
231200,female,25,medio,0.567310137,,a,0.28419454,0,1,0,6,b,1,1
231200,male,44,medio,0.986597918,,b,0.076183435,0,2,0,2,a,0,0
231200,female,56,incomplete_fund,0.883318988,,a,0.78665203,1,1,0,3,b,0,1
231200,female,53,incomplete_medio,0.804007196,,b,0.NA417045618569,1,2,NA,5,a,1,1
231200,female,21,medio,0.917170179,,b,0.745825032,1,3,0,6,b,0,1
231200,female,18,incomplete_medio,0.936322176,,b,0.749212608,1,2,0,3,a,0,1
231200,male,39,complete_univ,0.324148081,a,,0.913741908,1,2,1,6,b,0,0
231200,female,46,fund,0.542440154,,b,0.854676742,1,2,1,1,b,0,0
231200,male,78,incomplete_fund,0.868508624,,a,0.689470984,1,2,0,4,a,0,1
231200,male,27,medio,0.33666095,b,,0.626083027,1,2,0,1,b,0,0
231200,female,18,incomplete_medio,0.354042981,a,,0.356488689,0,1,0,5,b,1,1
231200,female,24,medio,0.50112936,,b,0.964347378,1,2,1,5,a,0,1
231200,female,32,medio,0.781825451,,b,0.544584489,1,2,NA,6,a,1,0
231200,male,37,incomplete_medio,0.713814676,,b,0.958886484,1,1,1,6,a,0,1
231200,male,57,fund,0.743556941,,b,0.221218846,0,1,0,3,a,0,1
231200,female,29,medio,0.038488918,a,,0.868685722,1,1,NA,3,a,1,1
231200,female,39,incomplete_medio,0.745450145,,b,0.862315321,1,3,0,2,a,1,1
231200,female,20,medio,0.106197214,a,,0.240583296,0,1,0,1,a,0,1
230630,female,49,incomplete_fund,0.657009592,,a,0.397363273,0,2,0,4,a,1,1
230630,female,34,incomplete_fund,0.270772906,a,,0.036015201,0,1,0,3,a,1,1
230630,female,35,incomplete_fund,0.247101005,b,,0.914553089,1,1,0,4,a,0,0
230630,female,30,medio,0.362556676,a,,0.25798664,0,1,0,6,a,0,0
230630,female,23,incomplete_medio,0.272624268,a,,0.488364304,0,1,0,1,a,0,1
230630,female,37,incomplete_fund,0.359225172,a,,0.107448144,0,2,0,2,b,0,1
230630,female,41,medio,0.544931931,,b,0.109036743,0,2,0,2,b,0,0
230630,male,35,fund,0.783858045,,b,0.621323525,1,3,0,1,b,0,1
230630,female,52,no_educ,0.471634998,b,,0.395965725,0,0,0,5,a,1,1
230630,female,45,incomplete_fund,0.744137105,,b,0.363983904,0,2,0,1,a,1,0
230630,male,48,no_educ,0.345187463,a,,0.392578742,0,2,0,4,a,0,1
230630,female,42,incomplete_fund,0.825741377,,a,0.825370299,1,1,0,3,a,0,0
230630,male,20,medio,0.397138839,b,,0.874523295,1,1,0,1,b,1,1
230630,male,42,no_educ,0.58346179,,b,0.781290223,1,1,1,1,dont_know,1,0
230630,female,39,incomplete_fund,0.410368795,b,,0.574421019,1,1,0,1,a,1,0
230630,female,53,incomplete_fund,0.178052101,a,,0.842405088,1,2,1,1,a,0,0
230630,female,21,medio,0.608710147,,b,0.159747929,0,1,0,3,a,0,0
230630,female,45,medio,0.469192561,a,,0.711354062,1,1,0,2,b,1,1
230630,male,44,incomplete_fund,0.700785103,,b,0.262810945,0,2,0,6,a,1,1
230310,female,50,medio,0.184332417,a,,0.073125362,0,2,0,4,b,0,1
230310,male,67,no_educ,0.825756676,,a,0.39731885,0,1,0,2,b,0,1
230310,female,20,medio,0.853632029,,b,0.932991123,1,2,NA,5,b,0,1
230310,male,18,medio,0.651836583,,b,0.535306279,1,2,0,2,a,1,1
230310,female,19,incomplete_fund,0.445784442,a,,0.527748605,1,1,0,3,a,1,0
230310,female,86,no_educ,0.521356604,,b,0.853116866,1,0,0,4,a,1,1
230310,female,21,medio,0.131746586,a,,0.971814712,1,0,0,4,a,1,1
230310,male,41,incomplete_fund,0.848335319,,b,0.956529035,1,2,0,5,b,0,1
230310,female,70,no_educ,0.646761228,,a,0.632436084,1,1,0,3,dont_know,1,1
230310,female,18,incomplete_medio,0.720788557,,b,0.207498936,0,1,0,6,a,0,1
230310,female,42,incomplete_fund,0.769269024,,dont_know,0.422456838,0,1,0,2,dont_know,1,1
230310,female,45,incomplete_fund,0.00632258,b,,0.298590811,0,1,0,3,dont_know,0,0
230310,female,33,incomplete_fund,0.711580896,,b,0.285058495,0,1,1,3,dont_know,1,0
230310,male,23,medio,0.767641462,,a,0.259548454,0,1,0,2,dont_know,1,0
230310,female,19,medio,0.181103242,a,,0.025221201,0,2,0,3,dont_know,0,1
230310,male,35,incomplete_fund,0.009014367,a,,0.113108371,0,1,0,2,dont_know,0,1
230630,male,33,incomplete_fund,0.447972666,a,,0.839343943,1,2,0,2,a,0,0
230310,female,72,no_educ,0.068497743,a,,0.324945856,0,0,0,4,a,0,0
230310,male,54,incomplete_fund,0.903821497,,a,0.500841956,1,0,0,3,a,0,0
230310,female,38,incomplete_fund,0.298868828,a,,0.581451038,1,1,NA,6,a,1,1
230310,male,59,medio,0.235128725,a,,0.680466205,1,1,NA,4,a,0,0
230310,female,69,no_educ,0.605291223,,b,0.312427906,0,0,0,5,b,0,1
230310,female,21,medio,0.126555817,a,,0.421751156,0,1,0,2,a,0,1
231240,female,35,incomplete_fund,0.014805953,b,,0.104817926,0,0,NA,5,a,1,1
231240,male,36,fund,0.583366967,,b,0.48256288,0,1,0,4,b,1,0
231240,female,39,incomplete_medio,0.192288278,a,,0.284887355,0,1,NA,2,dont_know,0,0
231240,female,49,incomplete_fund,0.480151644,a,,0.904246947,1,1,0,3,b,1,0
231240,female,72,incomplete_fund,0.511574588,,b,0.221439606,0,1,0,3,b,0,1
231240,female,28,medio,0.492225215,a,,0.874852635,1,1,0,2,b,0,0
231240,female,19,medio,0.591054687,,b,0.502556037,1,2,0,5,a,0,0
231240,male,27,medio,0.323517812,a,,0.891579547,1,2,0,6,a,0,1
231240,female,41,complete_univ,0.431217807,b,,0.712972965,1,3,0,5,a,0,1
231240,male,31,medio,0.622821565,,a,0.778656841,1,1,0,3,a,1,1
231240,male,47,incomplete_fund,0.192724934,b,,0.NA303589025028,1,2,0,5,b,1,1
231240,male,39,medio,0.998822681,,a,0.710339068,1,2,0,4,b,0,0
231240,female,52,incomplete_fund,0.22NA7405903947,b,,0.985412427,1,2,1,2,a,1,1
231240,male,21,medio,0.154435838,b,,0.490889562,0,1,0,2,a,1,0
231240,female,33,incomplete_fund,0.127405211,a,,0.30925901,0,1,0,2,a,0,0
231240,male,51,fund,0.061176169,b,,0.522121024,1,0,1,2,b,1,0
231240,male,20,medio,0.525698061,,b,0.997695455,1,3,NA,1,b,0,1
231240,male,44,incomplete_fund,0.6911347,,b,0.425074307,0,1,0,2,b,0,1
231240,male,18,medio,0.470391564,a,,0.269864588,0,3,1,1,b,1,1
231240,female,62,incomplete_fund,0.829866711,,a,0.654644894,1,1,0,4,b,0,1
231240,female,41,no_educ,0.453282535,b,,0.336488304,0,2,0,6,b,0,0
231240,male,18,medio,0.26806814,b,,0.17515419,0,2,NA,3,a,1,1
231240,male,70,fund,0.616757597,,b,0.126569196,0,2,0,5,b,1,1
231240,male,61,incomplete_fund,0.953406789,,a,0.448385846,0,0,NA,2,b,0,0
231240,male,68,incomplete_fund,0.010023783,a,,0.535549537,1,1,0,5,a,1,0
231240,female,58,incomplete_fund,0.621584191,,b,0.376763709,0,1,0,6,b,0,1
231240,female,38,incomplete_fund,0.105445194,b,,0.636406614,1,2,0,5,b,1,0
231240,male,55,fund,0.413004128,a,,0.544042331,1,2,0,2,a,1,0
231240,male,18,medio,0.320813246,a,,0.841540194,1,2,0,5,a,0,0
231240,male,35,medio,0.826569457,,b,0.626101646,1,1,0,6,a,0,1
231240,male,36,medio,0.624406819,,b,0.784213676,1,2,0,1,b,1,0
231240,female,34,incomplete_medio,0.358310589,a,,0.507831785,1,2,0,4,a,0,0
231240,male,26,incomplete_medio,0.505637495,,a,0.097018242,0,1,0,3,a,1,0
231240,male,76,no_educ,0.719695244,,dont_know,0.556572327,1,NA,0,1,b,1,0
231240,male,38,incomplete_medio,0.838772869,,b,0.517010629,1,2,1,3,b,1,1
231240,female,22,incomplete_univ,0.818574799,,b,0.517334832,1,2,0,2,b,1,0
231240,male,20,incomplete_medio,0.184568878,b,,0.109341733,0,1,0,5,b,0,1
231240,male,23,medio,0.853890992,,b,0.541185322,1,3,0,6,b,0,1
231240,male,27,incomplete_medio,0.510468796,,b,0.430159241,0,2,0,5,a,1,0
231240,male,51,incomplete_fund,0.319278236,b,,0.895821557,1,1,0,2,a,0,0
231240,female,20,incomplete_fund,0.763768552,,b,0.898279973,1,2,0,1,b,0,1
230440,female,50,fund,0.225818153,a,,0.390630007,0,2,0,26,a,0,0
231200,female,33,incomplete_fund,0.747606799,,b,0.03405496,0,1,1,29,a,0,0
231240,female,23,incomplete_medio,0.157472366,a,,0.40503489,0,2,0,2,b,1,1
230440,female,32,medio,0.365669158,a,,0.71118283,1,0,0,48,a,0,0
230350,male,75,incomplete_fund,0.580969735,,b,0.850287371,1,3,0,199,a,0,0
230630,female,42,fund,0.812655775,,b,0.779928449,1,2,0,12,a,1,0
230630,male,26,medio,0.490455409,a,,0.006321413,0,1,0,12,a,1,0
