UID,Round,Choice,Profile_Gender,Profile_Caste,Profile_Party,Profile_PG,Profile_Promise,conjoint_choice,respondent_state,respondent_gender,respondent_age,respondent_co_ethnic
IIDU,1,A,Male,Forward,JDU,Good Roads,Patronage,0,Bihar,female,35,0
IIIW,1,A,Male,OBC,BJP,Good Roads,Economy,1,Bihar,female,64,0
IIIW,1,B,Female,Forward,BJP,Good Roads,Patronage,0,Bihar,female,64,1
IIIW,2,A,Female,SC,BJP,Bad Roads,Economy,1,Bihar,female,64,0
IIIW,2,B,Female,SC,JDU,Bad Roads,Economy,0,Bihar,female,64,0
IJII,2,A,Male,SC,RJD,Good Roads,Patronage,1,Bihar,male,57,1
IJII,1,B,Female,Forward,RJD,Bad Roads,Economy,0,Bihar,male,57,0
IJII,2,B,Male,SC,BJP,Bad Roads,Patronage,0,Bihar,male,57,1
IJII,1,A,Female,OBC,RJD,Bad Roads,Economy,1,Bihar,male,57,0
IKBN,2,B,Male,OBC,RJD,Bad Roads,Patronage,0,Bihar,male,55,0
IKBN,1,B,Female,SC,BJP,Bad Roads,Patronage,0,Bihar,male,55,1
IKBN,1,A,Female,Forward,RJD,Bad Roads,Patronage,1,Bihar,male,55,0
IKBN,2,A,Male,Forward,RJD,Good Roads,Economy,1,Bihar,male,55,0
IKJS,1,A,Male,SC,RJD,Good Roads,Economy,1,Bihar,female,55,0
IKJS,2,B,Female,SC,BJP,Bad Roads,Patronage,1,Bihar,female,55,0
IKJS,1,B,Male,OBC,RJD,Bad Roads,Economy,0,Bihar,female,55,0
IKJS,2,A,Female,OBC,JDU,Good Roads,Economy,0,Bihar,female,55,0
IKWX,2,A,Female,SC,RJD,Bad Roads,Patronage,0,Bihar,male,77,1
IKWX,1,B,Female,SC,JDU,Good Roads,Economy,1,Bihar,male,77,1
IKWX,1,A,Female,SC,BJP,Bad Roads,Economy,0,Bihar,male,77,1
IKWX,2,B,Female,Forward,JDU,Bad Roads,Patronage,1,Bihar,male,77,0
ILHB,1,B,Male,SC,RJD,Good Roads,Economy,0,Bihar,female,31,0
ILHB,1,A,Female,Forward,JDU,Good Roads,Patronage,1,Bihar,female,31,0
ILHB,2,A,Male,OBC,BJP,Bad Roads,Economy,1,Bihar,female,31,1
ILHB,2,B,Male,SC,RJD,Good Roads,Patronage,0,Bihar,female,31,0
ILKY,2,A,Male,Forward,BJP,Bad Roads,Economy,0,Bihar,female,40,0
ILKY,2,B,Female,OBC,BJP,Bad Roads,Patronage,0,Bihar,female,40,1
ILKY,1,B,Male,Forward,JDU,Good Roads,Economy,0,Bihar,female,40,0
ILKY,1,A,Female,SC,RJD,Good Roads,Economy,0,Bihar,female,40,0
ILUX,1,A,Female,Forward,BJP,Bad Roads,Patronage,0,Bihar,male,25,0
ILUX,1,B,Male,Forward,RJD,Good Roads,Patronage,1,Bihar,male,25,0
ILUX,2,A,Female,Forward,BJP,Bad Roads,Patronage,0,Bihar,male,25,0
ILUX,2,B,Male,SC,BJP,Good Roads,Patronage,1,Bihar,male,25,1
ILWB,2,A,Male,Forward,JDU,Good Roads,Patronage,1,Bihar,male,30,0
ILWB,2,A,Male,Forward,JDU,Good Roads,Patronage,1,Bihar,male,30,0
ILWB,1,B,Female,Forward,JDU,Bad Roads,Patronage,0,Bihar,male,30,0
ILWB,1,B,Female,Forward,JDU,Bad Roads,Patronage,0,Bihar,male,30,0
ILWB,1,A,Male,Forward,JDU,Good Roads,Patronage,1,Bihar,male,30,0
ILWB,1,A,Male,Forward,JDU,Good Roads,Patronage,1,Bihar,male,30,0
ILWB,2,B,Male,OBC,JDU,Good Roads,Economy,0,Bihar,male,30,0
ILWB,2,B,Male,OBC,JDU,Good Roads,Economy,0,Bihar,male,30,0
IMKT,2,A,Male,Forward,JDU,Good Roads,Patronage,1,Bihar,male,35,1
IMKT,1,B,Female,SC,JDU,Good Roads,Patronage,0,Bihar,male,35,0
IMKT,1,A,Female,OBC,RJD,Good Roads,Economy,1,Bihar,male,35,0
IMKT,2,B,Female,OBC,BJP,Bad Roads,Patronage,0,Bihar,male,35,0
IMPN,1,B,Female,Forward,JDU,Good Roads,Economy,1,Bihar,female,36,0
IMPN,1,A,Male,OBC,RJD,Bad Roads,Economy,0,Bihar,female,36,0
IMPN,2,A,Male,SC,BJP,Bad Roads,Patronage,0,Bihar,female,36,1
IMPN,2,B,Male,SC,JDU,Bad Roads,Patronage,1,Bihar,female,36,1
IMSV,2,B,Female,OBC,BJP,Good Roads,Patronage,1,Bihar,female,24,0
IMSV,1,B,Male,OBC,JDU,Good Roads,Patronage,1,Bihar,female,24,0
IMSV,1,A,Female,SC,RJD,Bad Roads,Patronage,0,Bihar,female,24,1
IMSV,2,A,Male,SC,BJP,Good Roads,Economy,0,Bihar,female,24,1
IMYW,2,A,Male,Forward,BJP,Good Roads,Patronage,1,Bihar,female,48,0
IMYW,1,A,Male,SC,JDU,Bad Roads,Patronage,0,Bihar,female,48,0
IMYW,1,B,Male,SC,BJP,Good Roads,Economy,0,Bihar,female,48,0
IMYW,2,B,Male,SC,RJD,Good Roads,Economy,0,Bihar,female,48,0
INJD,1,A,Male,Forward,JDU,Bad Roads,Patronage,0,Bihar,male,22,0
INJD,1,B,Female,SC,RJD,Good Roads,Patronage,1,Bihar,male,22,0
INJD,2,A,Female,SC,RJD,Bad Roads,Economy,0,Bihar,male,22,0
INJD,2,B,Female,SC,BJP,Good Roads,Economy,1,Bihar,male,22,0
INMK,2,A,Male,OBC,BJP,Good Roads,Economy,0,Bihar,male,27,0
INMK,1,B,Male,OBC,JDU,Good Roads,Economy,0,Bihar,male,27,0
INMK,2,B,Male,OBC,JDU,Bad Roads,Patronage,1,Bihar,male,27,0
INMK,1,A,Male,SC,RJD,Good Roads,Patronage,1,Bihar,male,27,1
INRE,2,A,Female,Forward,JDU,Good Roads,Patronage,0,Bihar,male,20,1
INRE,2,B,Female,SC,RJD,Bad Roads,Patronage,1,Bihar,male,20,0
INRE,1,A,Female,SC,RJD,Good Roads,Patronage,1,Bihar,male,20,0
INRE,1,B,Male,OBC,RJD,Good Roads,Patronage,0,Bihar,male,20,0
INTA,1,A,Male,SC,BJP,Good Roads,Patronage,1,Bihar,female,45,0
INTA,2,A,Male,Forward,BJP,Bad Roads,Economy,0,Bihar,female,45,0
INTA,2,B,Female,SC,JDU,Good Roads,Economy,1,Bihar,female,45,0
INTA,1,B,Male,Forward,JDU,Bad Roads,Economy,0,Bihar,female,45,0
INUM,2,A,Female,Forward,RJD,Good Roads,Patronage,0,Bihar,female,23,0
INUM,1,A,Male,Forward,BJP,Bad Roads,Economy,1,Bihar,female,23,0
INUM,2,B,Female,OBC,BJP,Bad Roads,Economy,1,Bihar,female,23,1
INUM,1,B,Male,Forward,JDU,Good Roads,Economy,0,Bihar,female,23,0
INYX,1,B,Male,Forward,RJD,Bad Roads,Patronage,0,Bihar,female,34,1
INYX,2,B,Female,SC,BJP,Good Roads,Economy,1,Bihar,female,34,0
INYX,2,A,Male,Forward,JDU,Bad Roads,Patronage,0,Bihar,female,34,1
INYX,1,A,Female,Forward,RJD,Bad Roads,Patronage,1,Bihar,female,34,1
IOYN,1,A,Female,Forward,JDU,Good Roads,Economy,0,Bihar,female,32,0
IOYN,2,B,Female,SC,JDU,Good Roads,Economy,0,Bihar,female,32,0
IOYN,1,B,Female,OBC,RJD,Bad Roads,Economy,1,Bihar,female,32,1
IOYN,2,A,Male,OBC,BJP,Bad Roads,Patronage,1,Bihar,female,32,1
IPBA,2,B,Male,OBC,RJD,Good Roads,Patronage,1,Bihar,female,55,0
IPBA,1,A,Female,Forward,JDU,Bad Roads,Economy,0,Bihar,female,55,0
IPBA,2,A,Male,Forward,RJD,Good Roads,Economy,0,Bihar,female,55,0
IPBA,1,B,Female,SC,JDU,Bad Roads,Patronage,1,Bihar,female,55,1
IPDD,1,A,Male,Forward,RJD,Bad Roads,Patronage,1,Bihar,female,36,0
IPDD,2,A,Male,OBC,RJD,Bad Roads,Economy,0,Bihar,female,36,1
IPDD,1,B,Female,Forward,BJP,Bad Roads,Patronage,0,Bihar,female,36,0
IPDD,2,B,Male,OBC,RJD,Good Roads,Economy,1,Bihar,female,36,1
IPHA,2,A,Male,OBC,JDU,Bad Roads,Patronage,0,Bihar,female,20,1
IPHA,1,A,Male,Forward,RJD,Bad Roads,Patronage,1,Bihar,female,20,0
IPHA,1,B,Female,OBC,JDU,Bad Roads,Economy,0,Bihar,female,20,1
IPHA,2,B,Male,Forward,BJP,Good Roads,Patronage,1,Bihar,female,20,0
IPNM,2,B,Male,OBC,JDU,Bad Roads,Economy,1,Bihar,male,40,1
IPNM,1,A,Male,SC,BJP,Bad Roads,Economy,1,Bihar,male,40,0
IPNM,1,B,Female,Forward,JDU,Good Roads,Patronage,0,Bihar,male,40,0
IPNM,2,A,Male,Forward,JDU,Good Roads,Economy,0,Bihar,male,40,0
IPPF,2,A,Male,Forward,BJP,Bad Roads,Patronage,0,Bihar,male,19,0
IPPF,2,B,Male,Forward,JDU,Good Roads,Patronage,1,Bihar,male,19,0
IPPF,1,A,Female,SC,RJD,Bad Roads,Economy,0,Bihar,male,19,0
IPPF,1,B,Male,Forward,BJP,Good Roads,Economy,1,Bihar,male,19,0
IPRV,2,B,Male,SC,BJP,Good Roads,Economy,1,Bihar,male,40,0
IPRV,1,A,Male,SC,BJP,Good Roads,Patronage,1,Bihar,male,40,0
IPRV,1,B,Female,SC,JDU,Good Roads,Patronage,0,Bihar,male,40,0
IPRV,2,A,Female,SC,JDU,Good Roads,Patronage,0,Bihar,male,40,0
IQDB,1,B,Female,SC,RJD,Good Roads,Patronage,0,Bihar,female,26,0
IQDB,2,B,Female,OBC,RJD,Good Roads,Patronage,1,Bihar,female,26,0
IQDB,1,A,Female,SC,JDU,Good Roads,Patronage,1,Bihar,female,26,0
IQDB,2,A,Female,Forward,BJP,Good Roads,Patronage,0,Bihar,female,26,1
IRDL,1,B,Male,SC,BJP,Good Roads,Patronage,1,Bihar,male,35,1
IRDL,2,B,Male,Forward,BJP,Bad Roads,Economy,1,Bihar,male,35,0
IRDL,1,A,Female,SC,RJD,Good Roads,Economy,0,Bihar,male,35,1
IRDL,2,A,Female,OBC,JDU,Good Roads,Economy,0,Bihar,male,35,0
IRIA,2,A,Female,OBC,JDU,Bad Roads,Patronage,0,Bihar,male,56,1
IRIA,1,A,Female,Forward,BJP,Good Roads,Economy,1,Bihar,male,56,0
IRIA,2,B,Male,Forward,JDU,Bad Roads,Economy,1,Bihar,male,56,0
IRIA,1,B,Female,OBC,RJD,Good Roads,Patronage,0,Bihar,male,56,1
ISAM,1,B,Female,SC,BJP,Bad Roads,Patronage,0,Bihar,male,70,0
ISAM,1,B,Female,SC,BJP,Bad Roads,Patronage,0,Bihar,female,60,0
ISAM,2,A,Male,OBC,JDU,Good Roads,Patronage,1,Bihar,male,70,1
ISAM,2,A,Male,OBC,JDU,Good Roads,Patronage,1,Bihar,female,60,1
ISAM,2,B,Female,SC,RJD,Bad Roads,Economy,0,Bihar,male,70,0
ISAM,2,B,Female,SC,RJD,Bad Roads,Economy,0,Bihar,female,60,0
ISAM,1,A,Male,Forward,JDU,Good Roads,Patronage,1,Bihar,male,70,0
ISAM,1,A,Male,Forward,JDU,Good Roads,Patronage,1,Bihar,female,60,0
ISAR,1,A,Male,OBC,JDU,Bad Roads,Economy,0,Bihar,male,25,0
ISAR,2,A,Female,Forward,BJP,Good Roads,Economy,0,Bihar,male,25,1
ISAR,1,B,Male,OBC,JDU,Bad Roads,Patronage,0,Bihar,male,25,0
ISAR,2,B,Male,SC,BJP,Good Roads,Patronage,0,Bihar,male,25,0
ISCC,2,A,Male,OBC,JDU,Good Roads,Patronage,0,Bihar,female,30,1
ISCC,1,B,Male,OBC,RJD,Good Roads,Patronage,1,Bihar,female,30,1
ISCC,2,B,Male,OBC,RJD,Good Roads,Economy,1,Bihar,female,30,1
ISCC,1,A,Female,OBC,BJP,Bad Roads,Patronage,0,Bihar,female,30,1
ISJP,1,B,Male,OBC,BJP,Bad Roads,Patronage,1,Bihar,female,30,0
ISJP,1,A,Male,OBC,JDU,Bad Roads,Economy,0,Bihar,female,30,0
ISJP,2,A,Male,OBC,RJD,Bad Roads,Patronage,0,Bihar,female,30,0
ISJP,2,B,Female,OBC,JDU,Bad Roads,Economy,1,Bihar,female,30,0
ISRW,1,A,Female,Forward,BJP,Bad Roads,Economy,0,Bihar,female,38,0
ISRW,2,A,Male,Forward,RJD,Bad Roads,Economy,0,Bihar,female,38,0
ISRW,2,B,Female,OBC,BJP,Good Roads,Patronage,1,Bihar,female,38,1
ISRW,1,B,Female,OBC,JDU,Bad Roads,Economy,1,Bihar,female,38,1
ITAR,2,B,Male,OBC,RJD,Good Roads,Patronage,1,Bihar,female,21,0
ITAR,2,A,Female,OBC,JDU,Good Roads,Patronage,0,Bihar,female,21,0
ITAR,1,B,Female,OBC,JDU,Good Roads,Patronage,0,Bihar,female,21,0
ITAR,1,A,Male,SC,JDU,Bad Roads,Economy,1,Bihar,female,21,1
ITHS,1,A,Male,OBC,BJP,Good Roads,Patronage,1,Bihar,male,22,1
ITHS,1,B,Male,Forward,RJD,Bad Roads,Patronage,0,Bihar,male,22,0
ITHS,2,A,Male,Forward,RJD,Good Roads,Patronage,0,Bihar,male,22,0
ITHS,2,B,Female,Forward,BJP,Good Roads,Economy,1,Bihar,male,22,0
IUCI,2,A,Female,SC,BJP,Bad Roads,Patronage,0,Bihar,female,55,1
IUCI,2,B,Male,OBC,RJD,Bad Roads,Economy,1,Bihar,female,55,0
IUCI,1,B,Female,SC,JDU,Good Roads,Patronage,0,Bihar,female,55,1
IUCI,1,A,Male,OBC,BJP,Bad Roads,Economy,1,Bihar,female,55,0
IUEU,1,B,Female,SC,RJD,Good Roads,Patronage,0,Bihar,male,50,0
IUEU,1,A,Male,Forward,JDU,Good Roads,Patronage,1,Bihar,male,50,0
IUEU,2,B,Female,Forward,JDU,Bad Roads,Patronage,1,Bihar,male,50,0
IUEU,2,A,Male,Forward,JDU,Bad Roads,Economy,0,Bihar,male,50,0
IUHG,2,B,Female,OBC,JDU,Bad Roads,Economy,0,Bihar,male,56,0
IUHG,2,A,Female,SC,BJP,Bad Roads,Patronage,1,Bihar,male,56,0
IUHG,1,B,Male,OBC,RJD,Good Roads,Patronage,1,Bihar,male,56,0
IUHG,1,A,Male,SC,RJD,Good Roads,Patronage,0,Bihar,male,56,0
IUIT,1,A,Male,OBC,JDU,Good Roads,Patronage,0,Bihar,female,65,1
IUIT,2,A,Male,SC,RJD,Good Roads,Patronage,0,Bihar,female,65,0
IUIT,1,B,Female,Forward,JDU,Bad Roads,Economy,0,Bihar,female,65,0
IUIT,2,B,Female,OBC,RJD,Good Roads,Patronage,0,Bihar,female,65,1
IUNF,1,B,Male,Forward,JDU,Good Roads,Economy,0,Bihar,male,35,1
IUNF,2,A,Male,OBC,BJP,Bad Roads,Patronage,1,Bihar,male,35,0
IUNF,1,A,Female,SC,BJP,Good Roads,Economy,1,Bihar,male,35,0
IUNF,2,B,Female,OBC,RJD,Good Roads,Patronage,0,Bihar,male,35,0
IUOU,2,B,Male,SC,JDU,Bad Roads,Economy,0,Bihar,male,20,1
IUOU,1,B,Female,Forward,JDU,Bad Roads,Patronage,0,Bihar,male,20,0
IUOU,2,A,Male,SC,JDU,Bad Roads,Patronage,1,Bihar,male,20,1
IUOU,1,A,Female,OBC,JDU,Good Roads,Economy,1,Bihar,male,20,0
IUQF,1,B,Female,SC,BJP,Bad Roads,Patronage,1,Bihar,male,42,0
IUQF,2,A,Male,OBC,RJD,Good Roads,Patronage,1,Bihar,male,42,0
IUQF,2,B,Male,Forward,JDU,Bad Roads,Economy,0,Bihar,male,42,1
IUQF,1,A,Female,Forward,JDU,Bad Roads,Patronage,0,Bihar,male,42,1
IUQH,2,A,Male,OBC,JDU,Bad Roads,Patronage,1,Bihar,male,35,0
IUQH,1,A,Female,SC,JDU,Good Roads,Economy,1,Bihar,male,35,1
IUQH,1,B,Female,SC,BJP,Bad Roads,Patronage,0,Bihar,male,35,1
IUQH,2,B,Male,Forward,BJP,Good Roads,Economy,0,Bihar,male,35,0
IUUA,1,B,Male,SC,BJP,Bad Roads,Patronage,0,Bihar,male,45,1
IUUA,1,A,Male,OBC,BJP,Good Roads,Economy,0,Bihar,male,45,0
IUUA,2,A,Female,SC,JDU,Good Roads,Patronage,0,Bihar,male,45,1
IUUA,2,B,Female,Forward,RJD,Good Roads,Economy,0,Bihar,male,45,0
IVCB,2,B,Male,OBC,BJP,Bad Roads,Economy,1,Bihar,female,45,1
IVCB,2,A,Female,SC,RJD,Bad Roads,Economy,0,Bihar,female,45,0
IVCB,1,A,Male,Forward,JDU,Bad Roads,Economy,0,Bihar,female,45,0
IVCB,1,B,Male,SC,RJD,Bad Roads,Patronage,1,Bihar,female,45,0
IVOY,1,A,Female,OBC,RJD,Bad Roads,Economy,1,Bihar,female,46,1
IVOY,1,B,Female,SC,JDU,Good Roads,Patronage,0,Bihar,female,46,0
IVOY,2,B,Male,OBC,BJP,Bad Roads,Economy,1,Bihar,female,46,1
IVOY,2,A,Male,Forward,BJP,Good Roads,Patronage,0,Bihar,female,46,0
IWNU,1,A,Female,Forward,JDU,Good Roads,Economy,1,Bihar,male,50,0
IWNU,2,B,Male,OBC,BJP,Bad Roads,Patronage,1,Bihar,male,50,1
IWNU,1,B,Male,SC,RJD,Good Roads,Economy,0,Bihar,male,50,0
IWNU,2,A,Female,Forward,RJD,Bad Roads,Patronage,0,Bihar,male,50,0
IWTD,2,B,Male,OBC,JDU,Good Roads,Patronage,1,Bihar,male,25,1
IWTD,2,A,Male,Forward,RJD,Bad Roads,Patronage,0,Bihar,male,25,0
IWTD,1,B,Female,SC,JDU,Good Roads,Economy,1,Bihar,male,25,0
IWTD,1,A,Female,Forward,JDU,Bad Roads,Economy,0,Bihar,male,25,0
IXAH,2,B,Female,OBC,BJP,Good Roads,Patronage,1,Bihar,male,48,0
IXAH,1,A,Female,SC,BJP,Bad Roads,Economy,1,Bihar,male,48,0
IXAH,2,A,Female,OBC,RJD,Good Roads,Economy,0,Bihar,male,48,0
IXAH,1,B,Female,OBC,JDU,Bad Roads,Economy,0,Bihar,male,48,0
IXDH,2,A,Male,Forward,JDU,Good Roads,Economy,0,Bihar,female,40,0
IXDH,2,A,Male,Forward,JDU,Good Roads,Economy,0,Bihar,female,25,0
IXDH,1,A,Female,OBC,JDU,Bad Roads,Patronage,0,Bihar,female,40,0
IXDH,1,A,Female,OBC,JDU,Bad Roads,Patronage,0,Bihar,female,25,1
IXDH,2,B,Male,OBC,BJP,Good Roads,Economy,0,Bihar,female,40,0
IXDH,2,B,Male,OBC,BJP,Good Roads,Economy,1,Bihar,female,25,1
IXDH,1,B,Female,Forward,BJP,Bad Roads,Economy,0,Bihar,female,40,0
IXDH,1,B,Female,Forward,BJP,Bad Roads,Economy,1,Bihar,female,25,0
IXHS,2,A,Male,Forward,BJP,Bad Roads,Economy,0,Bihar,male,60,0
IXHS,1,A,Female,SC,RJD,Bad Roads,Patronage,0,Bihar,male,60,1
IXHS,2,B,Male,Forward,JDU,Good Roads,Patronage,1,Bihar,male,60,0
IXHS,1,B,Female,Forward,BJP,Good Roads,Economy,1,Bihar,male,60,0
IXNB,2,A,Female,Forward,BJP,Bad Roads,Patronage,0,Bihar,male,32,0
IXNB,2,B,Female,SC,BJP,Good Roads,Patronage,1,Bihar,male,32,1
IXNB,1,B,Male,SC,RJD,Bad Roads,Patronage,1,Bihar,male,32,1
IXNB,1,A,Male,Forward,BJP,Bad Roads,Economy,0,Bihar,male,32,0
IXUV,2,B,Male,Forward,BJP,Bad Roads,Economy,1,Bihar,male,39,0
IXUV,1,B,Female,SC,BJP,Good Roads,Economy,1,Bihar,male,39,0
IXUV,2,A,Female,SC,JDU,Bad Roads,Economy,0,Bihar,male,39,0
IXUV,1,A,Male,Forward,BJP,Good Roads,Patronage,0,Bihar,male,39,0
IXWJ,2,B,Female,SC,JDU,Bad Roads,Patronage,1,Bihar,female,62,1
IXWJ,2,A,Male,Forward,RJD,Bad Roads,Patronage,0,Bihar,female,62,0
IXWJ,1,B,Female,OBC,JDU,Bad Roads,Economy,0,Bihar,female,62,0
IXWJ,1,A,Female,OBC,RJD,Good Roads,Patronage,1,Bihar,female,62,0
IYIH,2,A,Male,Forward,RJD,Bad Roads,Patronage,0,Bihar,male,22,0
IYIH,1,A,Male,OBC,RJD,Good Roads,Economy,1,Bihar,male,22,0
IYIH,1,B,Female,SC,RJD,Bad Roads,Patronage,0,Bihar,male,22,1
IYIH,2,B,Male,SC,RJD,Bad Roads,Economy,1,Bihar,male,22,1
JALO,2,A,Male,OBC,RJD,Good Roads,Economy,0,Bihar,male,52,0
JALO,1,A,Male,Forward,BJP,Bad Roads,Economy,0,Bihar,male,52,1
JALO,1,B,Male,Forward,BJP,Good Roads,Economy,1,Bihar,male,52,1
JALO,2,B,Female,OBC,BJP,Bad Roads,Patronage,1,Bihar,male,52,0
JAXA,1,A,Female,Forward,JDU,Good Roads,Economy,0,Bihar,male,40,0
JAXA,2,A,Male,OBC,BJP,Bad Roads,Patronage,0,Bihar,male,40,0
JAXA,1,B,Male,OBC,BJP,Good Roads,Patronage,1,Bihar,male,40,0
JAXA,2,B,Male,Forward,BJP,Good Roads,Economy,1,Bihar,male,40,0
JAYA,1,B,Female,SC,JDU,Good Roads,Patronage,0,Bihar,male,40,1
JAYA,1,A,Female,OBC,JDU,Good Roads,Patronage,1,Bihar,male,40,0
JAYA,2,A,Male,SC,JDU,Bad Roads,Economy,1,Bihar,male,40,1
JAYA,2,B,Female,OBC,RJD,Good Roads,Patronage,0,Bihar,male,40,0
JBHU,1,B,Male,OBC,JDU,Good Roads,Patronage,1,Bihar,male,34,1
JBHU,2,B,Female,OBC,BJP,Good Roads,Economy,1,Bihar,male,34,1
JBHU,2,A,Male,OBC,JDU,Bad Roads,Patronage,0,Bihar,male,34,1
JBHU,1,A,Female,SC,BJP,Bad Roads,Patronage,0,Bihar,male,34,0
JBMO,1,B,Male,SC,JDU,Bad Roads,Economy,0,Bihar,female,21,1
JBMO,1,A,Male,Forward,BJP,Bad Roads,Patronage,1,Bihar,female,21,0
JBMO,2,A,Male,SC,RJD,Good Roads,Patronage,1,Bihar,female,21,1
JBMO,2,B,Female,OBC,JDU,Bad Roads,Economy,0,Bihar,female,21,0
JBOM,1,B,Male,OBC,BJP,Good Roads,Economy,0,Bihar,male,36,0
JBOM,2,B,Male,Forward,JDU,Good Roads,Economy,1,Bihar,male,36,0
JBOM,2,A,Female,OBC,BJP,Good Roads,Patronage,0,Bihar,male,36,0
JBOM,1,A,Male,SC,JDU,Good Roads,Economy,1,Bihar,male,36,1
JBXJ,1,A,Female,SC,BJP,Bad Roads,Economy,0,Bihar,male,105,0
JBXJ,1,B,Male,OBC,RJD,Good Roads,Economy,1,Bihar,male,105,1
JBXJ,2,A,Male,Forward,RJD,Bad Roads,Economy,0,Bihar,male,105,0
JBXJ,2,B,Male,OBC,RJD,Good Roads,Economy,1,Bihar,male,105,1
JCVF,2,B,Female,Forward,JDU,Bad Roads,Patronage,0,Bihar,female,30,0
JCVF,2,B,Female,Forward,JDU,Bad Roads,Patronage,0,Bihar,female,35,0
JCVF,1,B,Female,SC,BJP,Good Roads,Patronage,1,Bihar,female,30,0
JCVF,1,B,Female,SC,BJP,Good Roads,Patronage,1,Bihar,female,35,0
JCVF,2,A,Female,SC,BJP,Good Roads,Economy,1,Bihar,female,30,0
JCVF,2,A,Female,SC,BJP,Good Roads,Economy,1,Bihar,female,35,0
JCVF,1,A,Male,OBC,RJD,Bad Roads,Economy,0,Bihar,female,30,1
JCVF,1,A,Male,OBC,RJD,Bad Roads,Economy,0,Bihar,female,35,1
JCWM,1,B,Female,OBC,BJP,Bad Roads,Economy,1,Bihar,male,62,1
JCWM,2,B,Female,OBC,JDU,Good Roads,Patronage,0,Bihar,male,62,1
JCWM,2,A,Male,Forward,BJP,Bad Roads,Economy,1,Bihar,male,62,0
JCWM,1,A,Male,OBC,RJD,Bad Roads,Patronage,0,Bihar,male,62,1
JDJK,2,B,Female,OBC,BJP,Bad Roads,Patronage,1,Bihar,male,35,0
JDJK,2,B,Female,OBC,BJP,Bad Roads,Patronage,0,Bihar,female,32,0
JDJK,2,B,Female,OBC,BJP,Bad Roads,Patronage,1,Bihar,male,48,0
JDJK,2,B,Female,OBC,BJP,Bad Roads,Patronage,0,Bihar,male,65,0
JDJK,1,A,Female,OBC,RJD,Bad Roads,Economy,1,Bihar,male,35,0
JDJK,1,A,Female,OBC,RJD,Bad Roads,Economy,1,Bihar,female,32,0
JDJK,1,A,Female,OBC,RJD,Bad Roads,Economy,0,Bihar,male,48,0
JDJK,1,A,Female,OBC,RJD,Bad Roads,Economy,1,Bihar,male,65,0
JDJK,1,B,Female,SC,RJD,Bad Roads,Patronage,0,Bihar,male,35,1
JDJK,1,B,Female,SC,RJD,Bad Roads,Patronage,0,Bihar,female,32,1
JDJK,1,B,Female,SC,RJD,Bad Roads,Patronage,1,Bihar,male,48,1
JDJK,1,B,Female,SC,RJD,Bad Roads,Patronage,0,Bihar,male,65,1
JDJK,2,A,Female,OBC,JDU,Bad Roads,Economy,0,Bihar,male,35,0
JDJK,2,A,Female,OBC,JDU,Bad Roads,Economy,1,Bihar,female,32,0
JDJK,2,A,Female,OBC,JDU,Bad Roads,Economy,0,Bihar,male,48,0
JDJK,2,A,Female,OBC,JDU,Bad Roads,Economy,1,Bihar,male,65,0
JDWJ,1,B,Male,Forward,BJP,Bad Roads,Patronage,0,Bihar,female,38,0
JDWJ,2,B,Female,SC,JDU,Bad Roads,Economy,1,Bihar,female,38,1
JDWJ,2,A,Female,OBC,JDU,Good Roads,Economy,0,Bihar,female,38,0
JDWJ,1,A,Male,OBC,JDU,Good Roads,Economy,1,Bihar,female,38,0
JEDC,2,B,Male,OBC,JDU,Bad Roads,Economy,1,Bihar,male,29,0
JEDC,1,B,Female,OBC,RJD,Bad Roads,Patronage,0,Bihar,male,29,0
JEDC,2,A,Female,SC,RJD,Bad Roads,Patronage,0,Bihar,male,29,1
JEDC,1,A,Female,Forward,RJD,Bad Roads,Economy,1,Bihar,male,29,0
JEHX,1,A,Female,OBC,RJD,Bad Roads,Patronage,1,Bihar,female,25,0
JEHX,2,B,Female,Forward,BJP,Bad Roads,Economy,1,Bihar,female,25,0
JEHX,2,A,Female,Forward,BJP,Good Roads,Patronage,0,Bihar,female,25,0
JEHX,1,B,Male,OBC,BJP,Good Roads,Patronage,0,Bihar,female,25,0
JERL,1,B,Male,SC,JDU,Good Roads,Patronage,1,Bihar,male,30,0
JERL,2,B,Female,Forward,BJP,Bad Roads,Economy,0,Bihar,male,30,1
JERL,1,A,Female,SC,BJP,Bad Roads,Patronage,0,Bihar,male,30,0
JERL,2,A,Female,Forward,RJD,Bad Roads,Patronage,1,Bihar,male,30,1
JEXM,1,A,Female,SC,BJP,Bad Roads,Patronage,0,Bihar,male,65,1
JEXM,2,A,Male,SC,RJD,Good Roads,Economy,0,Bihar,male,65,1
JEXM,1,B,Male,Forward,BJP,Good Roads,Economy,1,Bihar,male,65,0
JEXM,2,B,Female,SC,BJP,Good Roads,Patronage,1,Bihar,male,65,1
JFJD,1,A,Male,Forward,JDU,Bad Roads,Patronage,0,Bihar,female,45,0
JFJD,2,B,Female,OBC,BJP,Bad Roads,Patronage,0,Bihar,female,45,1
JFJD,1,B,Male,SC,RJD,Bad Roads,Economy,1,Bihar,female,45,0
JFJD,2,A,Female,Forward,RJD,Bad Roads,Patronage,1,Bihar,female,45,0
JFJU,1,A,Female,Forward,RJD,Good Roads,Economy,1,Bihar,female,56,0
